type,Featureid,Longitude,Latitude,FeatureName
Point,4668,50.3082152,31.4843713,Храм святителя Софронія Іркутського&#044; місто Березань
Point,877,50.5775732,30.5469261,Храм Святителя Спиридона Епископа Тримифунтского Чудотворца
Point,8114,50.5999495,26.2349272,Храм святих первоверховних апостолів Петра і Павла
Point,4853,51.477429,24.514081,Храм святих рівноапостольних Кирила і Мефодія  УПЦ с. Поліське
Point,22651,50.3416322,26.638615,Храм святої великомучениці Параскеви
Point,25440,49.9341755,28.5438178,Храм Святого апостола євангеліста Іоанна Богослова&#044; с. Скраглівка
Point,8556,48.4815236,34.8527661,Храм Святого Апостола і Євангеліста Іоана Богослова&#044; селище Сухачівка
Point,27500,48.844853,27.639877,Храм святого апостола Іоанна Богослова
Point,4328,50.5251336,30.7975205,Храм святого апостола Іоанна Богослова м. Бровари
Point,4021,49.2254411,23.342535,Храм святого апостола Андрея Первозванного&#044;пгт.Сходница
Point,31201,45.9965085,29.4330746,Храм святого апостола и евангелиста Иоанна Богослова
Point,5493,50.4970221,30.5761474,Храм Святого Апостола и Евангелиста Марка (г.Киев)
Point,5207,48.1639279,37.6460105,Храм Святого апостола Иоанна Богослова пос.Орловка
Point,4262,50.803853,30.132899,Храм святого Архістратига Михаїла с.Катюжанка
Point,27637,45.3723871,36.464089,Храм Святого Архангела Гавриила&#044; г.Керчь
Point,33020,45.4232961,35.8086633,Храм святого благоверного князя Александра Невского
Point,30013,45.4909772,34.8576603,Храм святого благоверного князя Вячеслава Чешского с. Охотское
Point,3000146,49.293267,35.757781,Храм святого великомученика Георгия Победоносца
Point,27515,49.046223,27.585529,Храм Святого Духа
Point,1341,49.958253,36.336683,Храм святого мученика младенца Гавриила Белостокского
Point,11552,50.5081467,30.6255411,Храм святого мученика Трифона
Point,27341,47.1190354,37.6846462,Храм святого равноапостольного князя Владимира
Point,26433,50.0875814,36.2593568,Храм святой благоверной царицы Тамары
Point,28511,50.4483737,30.3588712,Храм святой блаженной Ксении Петербургской на Святошинском кладбище Киева
Point,5744,50.47179,30.47001,Храм Святой великомученицы Варвары
Point,31110,49.9907461,36.2239408,Храм святой княгини Ольги&#044; Харьков
Point,5121,48.208054,37.433364,Храм Святой Ксении Блаженной Петербургской пос.Желанное
Point,660,50.8854699,34.7741745,Храм Святой мученицы Валентины
Point,3949,48.2496709,32.202816,Храм святой мученицы Виктории Кулузской пгт.Компанеевка
Point,785,48.464852,34.6822,Храм святой равноапостольной княгини Ольги
Point,4995,48.125287,37.7407898,Храм Святой Равноапостольной Марии Магдалины г.Авдеевки
Point,31801,47.1537655,35.7438943,Храм святой равноапостольной Нины
Point,3283,46.5671082,30.7976836,Храм святых cвященномученика Киприана и мученицы Иустины села Крыжановка
Point,5333,48.1488744,37.6785175,Храм Святых благоверных князей Бориса и Глеба пос.Ласточкино
Point,5231,48.0664438,37.6745492,Храм Святых Жен Мироносиц пос.Пески
Point,23862,47.127017,37.566252,Храм святых мучениц Веры&#044; Надежды&#044; Любови и матери их Софии
Point,25089,48.1260168,37.854331,Храм святых первоверховных апостолов Петра и Павла г. Ясиноватая
Point,2589,49.8353529,36.7251921,Храм Святых Царственных Мучеников
Point,32719,48.5568847,39.0220861,Храм священномученика Владимира митрополита Киевского
Point,3000010,50.908424,34.820452,Храм Сергия Радонежского г. Сумы
Point,3605,50.007743,36.248648,Храм Усекновения главы Иоанна Предтечи
Point,4180,50.5531058,30.6454068,Храм Успіння Богородиці с. Погреби
Point,27506,48.905086,27.839321,Храм Успіння Пресвятої Богородиці
Point,11195,49.7092284,36.1975015,Храм Успения Пресвятой Богородицы
Point,312,49.6875347,36.1281435,Храм Христа Спасителя и часовня Нерукотворного Спаса
Point,33067,44.9847286,34.1262234,храма Казанской иконы Божией Матери г. Симферополя
Point,23019,50.4247657,30.6032507,Храмовый комплекс в честь Рождества Христова
Point,14532,50.413742,30.629165,Храмы Богоявления и Жен Мироносиц
Point,25566,50.6154,34.9774861,Хрестовоздвиженська Парафія&#044; с.Боромля
Point,4989,50.4624203,30.508508,Хрестовоздвиженська церква на Подолі
Point,25195,47.8333089,37.6501661,Церковь в честь святых Константина и Елены
Point,22334,48.735461,28.071948,Чудо-Михайловский храм
Point,26251,46.239008,33.144343,"Миколаївський жіночий монастир (с. Благодатне, Херсонська обл.)"
Point,20230,49.0271669,37.565201,Пещерная церковь Рождества Иоанна Предтечи
Point,20232,49.027151,37.5655389,Пещерный храм преподобного Алексия&#044; человека Божия
Point,20198,49.0287065,37.5674522,Покровский храм
Point,20204,49.0281772,37.5675041,Успенский собор
Point,20088,49.0170314,37.5150526,Храм Благовещения Пресвятой Богородицы
Point,20079,48.9227843,37.4552581,Храм Владимирской иконы Божией Матери
Point,20229,49.0290414,37.5680351,Храм Всех преподобных отцов&#044; в подвиге просиявших
Point,20085,49.0238974,37.5742064,Храм Всех святых
Point,20087,49.0237051,37.5742037,Храм Всех святых&#044; в земле Русской просиявших
Point,20089,49.0168109,37.5147925,Храм иконы Божией Матери «Всех скорбящих Радость»
Point,20227,49.028918,37.5685716,Храм Рождества Пресвятой Богородицы
Point,20168,49.0272868,37.5652761,Храм святителя Николая на Святой скале
Point,20072,49.0441116,37.5726487,Храм святых мучениц Веры&#044; Надежды&#044; Любови и матери их Софии
Point,6604,50.4707725,30.4734241,Раскопки храма прп. Феодора Освященного
Point,13600,50.150411,30.0809741,Свято — Андрее — Владимирский храм
Point,6144,50.4071818,30.5278476,Свято-Андріє-Володимирський храм
Point,5187,50.6194916,27.1731503,Храм
Point,28845,44.6321553,33.5295694,Храм апостола Филиппа  Севастополь&#044; Северная&#044; ул. Михайловская 19А
Point,4158,49.773927,29.8912986,Храм Архістратига Михаїла с. Матюші
Point,5263,50.5995936,26.1036913,Храм в честь Покрови Божої Матері
Point,28313,48.080603,39.6894071,Храм в честь святых Царственных мучеников и страстотерпцев
Point,5351,46.4758328,30.7516971,Храм в честь собора Архистратига Михаила и прочих Небесных Сил бесплотных.
Point,6309,50.533568,30.358906,Храм вмч.Пантелеимона (при госпитале инвалидов ВОВ в Пуще-Водице)
Point,5262,50.390845,30.960158,Храм во имя святого равноапостольного князя Владимира г.Борисполь
Point,6568,50.9231436,34.8170183,Храм Преподобного Агапита Киево-Печерского
Point,5350,46.4756377,30.7507585,Храм преподобных Антония и Феодосия Печерских
Point,7125,50.4548423,30.4565553,Храм прп.Агапита Печерского (в Пушкинском парке)
Point,23029,48.3290694,35.0633129,храм Рождества Пресвятой Богородицы в с. Каменка
Point,5705,50.4069818,30.5278476,храм Усіх святих (Всіхсвятський)
Point,4309,45.023737,35.08391,храм Успения Пресвятой Богородицы
Point,28844,44.6371471,33.5960516,Храм Успения Пресвятой Богородицы  г. Севастополь&#044; Мекензиевы горы (Успенский храм г. Севастополя)
Point,6988,50.4674088,30.4773553,Храм Феодорівської ікони Божої Матері (в НДІ нейрохірургії)
Point,13601,50.1580277,30.081296,Храм — часовня в честь иконы Божьей Матери &quot;Киево — Братская&quot;
Point,6567,50.9207924,34.8165065,Храм — часовня в честь святой мученицы Зинаиды
Point,4443,50.7038494,31.1507689,Георгіївський храм с. Заворичі
Point,3429,51.864723,33.857674,"Крестовоздвиженский храм, село Воздвиженское"
Point,4689,50.3563409,30.9813449,Парафія на честь ікони Божої Матері «Пом’якшення злих сердець» м. Бориспіль
Point,4690,50.0737916,31.4659509,Парафія на честь Різдва Божої Матері м. Переяслав-Хмельницький
Point,4554,50.243937,31.5068512,Парафія на честь св. архідиякона Стефана с.Семенівка
Point,4566,50.4381271,31.6646622,Парафія на честь св. Олександра Невського с. Нова Олександрівка
Point,4673,50.2187829,32.017274,Парафія на честь свв. апп. Петра і Павла с. Богданівка
Point,4683,49.954689,31.728559,Парафія на честь свт. Миколая Чудотворця с. Пологи - Яненки
Point,4257,49.974576,31.745582,Парафія на честь свт. Миколая Чудотворця с. Улянівка
Point,4681,50.0193643,31.6101152,Парафія на честь святого Архістратига Михаїла с. Лецьки
Point,4572,50.131926,31.842133,Парафія на честь Успіння Божої Матері с. Фарбоване
Point,4442,50.5992976,31.0358798,Свято-Михайлівський храм с. Жердова
Point,4445,50.5138411,30.917968,Свято-Михайлівський храм с. Красилівка
Point,4450,50.5588322,31.1428905,Свято-Михайлівський храм с. Світильне
Point,4453,50.6479304,31.0413467,Свято-Михайлівський храм с. Шевченкове
Point,4456,50.5825602,30.4881588,Свято-Троїцький храм м. Вишгород
Point,4557,50.2382995,31.2758648,Свято-Троїцький храм с. Веселинівка
Point,4441,50.6916589,31.1653967,Свято-Троїцький храм с. Мокрець
Point,4517,50.3796339,31.3089127,Свято-Троїцький храм с.Пасічна
Point,4343,51.9047872,33.6865012,Свято-Успенский храм с.Усок
Point,4546,50.3183831,31.473063,Храм Благовіщення Пресвятої Богородиці м. Березань
Point,4550,50.3816316,31.5402787,Храм в честь Предтечі Господнього Іоанна с.Лехнівка
Point,4549,50.3439998,31.5435751,Храм в честь св. вмч. Димитрія Солунського с.Садове
Point,4469,50.869491,30.101368,Храм великомученика Георгія Побідоносця с. Рудня Димерська
Point,6322,50.508381,30.454263,Храм вмц.Катерини (на Куренівці)
Point,4463,50.922195,30.258259,Храм Воздвиження Хреста Господнього с Любимівка
Point,4439,50.655371,31.0730322,Храм Вознесіння Господнього с. Бобрик
Point,4510,50.4923657,31.3764132,Храм Вознесіння Господнього с.Лукянівка
Point,4522,50.336358,31.2710335,Храм Вознесіння Господнього с.Селичівка
Point,4518,50.4710019,31.364689,Храм Воскресіння Христового с.Рудницьке
Point,4852,48.415322,35.0516834,Храм иконы Божией Матери «Неувядаемый Цвет»
Point,4475,50.7248332,30.6579101,Храм Казанської ікони Божої Матері с. Вища Дубечня
Point,4555,50.286669,31.643704,Храм на честь ікони Божої Матері «Всіх скорботних радість» с. Яблуневе
Point,4684,50.1180062,31.6277289,Храм на честь ап. Іоанна Богослова с. Строкова
Point,4375,50.3789447,30.9599525,Храм на честь апп. Петра і Павла м. Бориспіль
Point,4479,50.75098,30.672302,Храм на честь апп. Петра і Павла с. Пірнове
Point,4412,50.3248219,30.822197,Храм на честь апп. Петра і Павла с. Петрівське
Point,4543,50.3135928,31.4552282,Храм на честь Архістратига Михаїла м. Березань
Point,4675,50.3579573,31.3198102,Храм на честь Благовіщення Божої Матері смт. Баришівка
Point,4465,50.623126,30.446277,Храм на честь великомученика Георгія Побідоносця с. Нові Петрівці
Point,4395,50.1746081,31.1678526,Храм на честь вмц. Ірини с. Мирне
Point,4385,50.442722,30.9476527,Храм на честь Вознесіння Господнього с. Дударків
Point,4387,50.3714643,31.1222938,Храм на честь Вознесіння Господнього с. Кучаків
Point,4682,50.0474717,31.5608711,Храм на честь Вознесіння Господнього с. Мала Каратуль
Point,4562,50.4084106,32.0327833,Храм на честь Вознесіння Господнього село Жовтневе
Point,4545,50.2744488,31.4674962,Храм на честь всіх преподобних Києво-Печерських (виправна колонія) м. Березань
Point,4471,50.947938,30.435476,Храм на честь Казанської ікони Божої Матері с. Сухолуччя
Point,4376,50.3348693,30.9548059,Храм на честь Нерукотворного Образа Спасителя м. Бориспіль
Point,4686,49.9901494,31.5498774,Храм на честь Покрова Божої Матері с. Циблі
Point,4563,50.367433,31.6502655,Храм на честь Покрова Пресвятої Богородиці с. Жуківка
Point,4559,50.19441,31.3587788,Храм на честь Покрова Пресвятої Богородиці с. Поділля
Point,4402,50.2607233,30.937048,Храм на честь Покрови Божої Матері с. Глибоке
Point,4406,50.3705332,30.8597928,Храм на честь Покрови Божої Матері с. Гора
Point,4680,50.2207555,31.6071046,Храм на честь Покрови Божої Матері с. Жовтневе
Point,4409,50.1496821,30.8815273,Храм на честь Покрови Божої Матері с. Кийлів
Point,4556,50.2993557,31.3716446,Храм на честь Покрови Пресвятої Богородиці с. Борщів
Point,4564,50.5004799,31.7724846,Храм на честь Преображення Господнього м. Згурівка
Point,4687,49.9923048,31.5669982,Храм на честь прор. Іллі с. Циблі
Point,4678,50.0192103,31.6101769,Храм на честь Різдва Божої Матері с. Вінинці
Point,4676,50.113549,31.546524,Храм на честь Різдва Божої Матері с. Велика Каратуль
Point,4558,50.3196027,31.3186512,Храм на честь Різдва Божої Матері с. Волошинівка
Point,4401,50.2226973,30.8863367,Храм на честь Різдва Божої Матері с. Вороньків
Point,4332,50.0786461,31.2026613,Храм на честь Різдва Божої Матері с. Ковалин
Point,4565,50.5309104,31.7168484,Храм на честь Різдва Божої Матері с. Красне
Point,4333,50.1652585,31.3558112,Храм на честь Різдва Божої Матері с. Мазінки
Point,4388,50.3694981,31.1474425,Храм на честь Різдва Пресвятої Богородиці с. Лебедин
Point,4400,50.3022544,30.7044182,Храм на честь св. вмч. Георгія Побідоносця с. Вишеньки
Point,4397,50.3448045,30.9770632,Храм на честь св. кн. Володимира с. Нестерівка
Point,4551,50.4092547,31.559786,Храм на честь св. кн. Олександра Невського с.Ярешки
Point,4317,50.194318,31.485007,Храм на честь св. Параскеви П’ятниці с. Вовчків
Point,4560,50.4930711,31.5094215,Храм на честь св. прор. Іллі с. Великий Крупіль
Point,4377,50.351174,30.9598058,Храм на честь св. пророка Іллі м. Бориспіль
Point,4260,50.558891,31.859416,Храм на честь св. прп. Аркадія с. Аркадіївка
Point,4384,50.3851949,30.8802279,Храм на честь св. рівноап. Ніни с.Велика Олександрівка
Point,4340,50.0894013,31.4115879,Храм на честь свв. Бориса і Гліба м. Переяслав-Хмельницький
Point,4561,50.4674828,31.5584146,Храм на честь свт. Миколая Чудотворця с. Войкове
Point,4330,50.056002,31.5599027,Храм на честь свт. Миколая Чудотворця с. Дівички 1
Point,4570,50.3196398,31.9948976,Храм на честь свт. Миколая Чудотворця с. Лозовий Яр
Point,4411,50.3058642,30.8639621,Храм на честь свт. Миколая Чудотворця с. Мартусівка
Point,4571,50.2088449,31.7606288,Храм на честь свт. Миколая Чудотворця с. Панфіли
Point,4415,50.2356469,31.0510117,Храм на честь свт. Миколая Чудотворця с. Рогозів
Point,4346,50.0664414,31.3454966,Храм на честь свт. Миколая Чудотворця с. Стовпяги
Point,4417,50.3796465,30.7909968,Храм на честь свт. Миколая Чудотворця с. Щасливе
Point,4398,50.4404295,31.088579,Храм на честь свт. Харлампія с. Сеньківка
Point,4403,50.3274205,30.7141629,Храм на честь святителя Миколая с. Гнідин
Point,4407,50.2036644,30.8433502,Храм на честь Святої Трійці с. Жовтневе
Point,4386,50.3192332,31.0588336,Храм на честь святого Архістратига Михаїла с. Іванків
Point,4389,50.2589083,31.1761394,Храм на честь святого Архістратига Михаїла с. Любарці
Point,4416,50.1041003,31.1249036,Храм на честь святого Архістратига Михаїла с. Сошників
Point,4685,49.9065485,31.6513966,Храм на честь святого Архістратига Михаїла с. Хоцьки
Point,4378,50.447528,31.0798986,Храм на честь святого Архістратига Михаїла с.Велика Стариця
Point,4670,50.5165971,31.6796031,Храм на честь Святого Духа с. Усівка
Point,4553,50.3347173,31.3563077,Храм на честь священномученика Власія с.Коржі
Point,4575,50.2740465,31.9699724,Храм на честь Стрітення Господнього с. Сулимівка
Point,4567,50.505666,31.921265,Храм на честь Успіння Божої Матері с. Пасківщина
Point,4414,50.2870519,30.8362471,Храм на честь Успіння Божої Матері с. Ревне
Point,4568,50.459583,31.909884,Храм на честь Успіння Божої Матері с. Стара Оржиця
Point,4671,50.4608579,31.751629,Храм на честь Успіння Божої Матері с. Черевки
Point,4544,50.3134232,31.4854165,Храм на честь Успіння Пресвятої Богородиці м. Березань
Point,4405,50.1864014,30.9857602,Храм на честь Успіння Пресвятої Богородиці с. Головурів
Point,4390,50.424537,31.1590556,Храм на честь Чуда Архістратига Михаїла с. Мала Стариця
Point,4573,50.2753568,31.7680892,Храм Покрова Божої Матері м. Яготин
Point,4399,50.3966884,31.1864146,Храм Покрова Божої Матері с. Сулимівка
Point,4476,50.7685682,30.658736,Храм Покрови Божої Матері с. Воропаїв
Point,4433,50.7029314,30.7456056,Храм Покрови Божої Матері с. Літки
Point,4466,50.6244637,30.447779,Храм Покрови Божої Матері с. Нові Петрівці
Point,4447,50.5435687,31.0923622,Храм Покрови Божої Матері с. Плоске
Point,4435,50.5916132,30.7158366,Храм Покрови Божої Матері с. Пухівка
Point,4470,50.6784846,30.2643639,Храм Покрови Божої Матері с. Синяк
Point,4452,50.4849417,30.8944566,Храм Покрови Божої Матері с. Требухів
Point,4431,50.5889149,30.9093716,Храм Покрови Божої Матері смт. Велика Димерка
Point,4432,50.5613197,30.8218001,Храм Покрови Божої Матері смт.Калинівка
Point,32420,48.5766595,35.0708427,Храм Покрови Пресвятої Богородиці  м. Підгородне
Point,4483,50.576259,30.5332604,Храм Преображення Господнього с.Хотянівка
Point,4484,50.6039882,30.5631207,Храм Преображення Господнього селища Глядин
Point,13550,49.6918386,30.4968621,Храм преподобного Агапита Печерского
Point,4478,50.713968,30.542908,Храм пророка Іллі с.Лебедівка
Point,4507,50.3602669,31.3640518,Храм рівноап. князя Володимира с.Дернівка
Point,4458,50.7951246,30.3603014,Храм Різдва Богородиці  с.Глібівка
Point,4464,50.682491,30.386392,Храм Різдва Богородиці с. Лютіж
Point,4436,50.6613278,30.7270987,Храм Різдва Богородиці с. Рожни
Point,4438,50.660183,31.0059665,Храм Різдва Богородиці с. Рудня
Point,4446,50.5123288,31.0173437,Храм Різдва Божої Матері с. Гоголів
Point,4451,50.6221015,31.0050157,Храм Різдва Пресвятої Богородиці с. Тарасівка
Point,4515,50.4970691,31.2538289,Храм Різдва Пресвятої Богородиці с.Перемога
Point,4521,50.3942053,31.2364178,Храм Різдва св. Іоанна Предтечі села Сезенків
Point,4482,50.8541664,30.5992734,Храм Різдва св. Іоанна Хрестителя с. Ровжі
Point,4509,50.4599453,31.4386475,Храм св. Архістратига Михаїла с.Лукаші
Point,4523,50.4025502,31.309577,Храм св. великомученика Георгія с. Селище
Point,4514,50.4155689,31.430621,Храм св.пророка Іллі с.Паришків
Point,4434,50.7550778,30.7678739,Храм святителя Миколая
Point,4481,50.5997055,30.5978169,Храм святителя Миколая Пустинного с. Новосілки
Point,4477,50.8132042,30.698215,Храм святителя Миколая с. Жукин
Point,4473,50.8495522,30.406826,Храм святителя Миколая с. Ясногородка
Point,4506,50.4213966,31.2858737,Храм святителя Миколая с.Гостролуччя
Point,4508,50.4169833,31.4227037,Храм святителя Миколая с.Корніївка
Point,4454,50.5955821,30.4970454,Храм святих Бориса та Гліба м. Вишгород
Point,4460,50.781328,30.325202,Храм святих Косьми та Даміана с. Димер
Point,5535,51.477429,24.514181,Храм святих рівноапостольних Кирила і Мефодія  УПЦ с. Поліське
Point,4437,50.6016447,30.7549323,Храм Свято-Миколаївський с. Рожівка
Point,4449,50.4934528,31.1574454,Храм Свято-Миколаївський с. Русанів
Point,4462,50.7305727,30.2467267,Храм святої великомучениці Параскеви с. Литвинівка
Point,4315,50.6251858,30.9112043,Храм святої мучениці Параскеви с. Богданівка
Point,4430,50.491588,30.748146,Храм Святої Трійці м. Бровари
Point,4366,50.7222857,30.9439842,Храм Святої Трійці с. Семиполки
Point,4459,50.727335,30.327223,Храм святого Архістратига Михаїла с.Демидів
Point,4440,50.5034386,30.8423621,Храм святого великомученика Георгія Побідоносця м. Бровари
Point,4574,50.2724721,31.7636113,Храм святого Великомученика Пантелеймона м. Яготин
Point,4472,50.889911,30.431167,Храм Собора Архістратига Михаїла с.Толокунь
Point,4513,50.355504,31.2088873,Храм Успіння Богородиці с.Морозівка
Point,4468,50.6532589,30.2552158,Храм Успіння Божої Матері с. Раківка
Point,4500,50.3566891,31.301712,Храм Успіння Пресвятої Богородиці смт. Баришівка
Point,28311,48.0475514,39.6554058,Храм в честь святой великомученицы Варвары
Point,26112,51.239,24.731994,"Іоанно-Предтеченський чоловічий скит (с. Вербка, Волинська обл.)"
Point,26192,46.944444,30.223333,"Іоанно-Предтеченський чоловічий скит (с. Лозове, Одеська обл.)"
Point,26250,49.41966,27.514491,"Архангело-Михайлівський жіночий скит (с. Марківці, Хмельницька обл.)"
Point,26242,50.18198,31.278146,В честь мч. Александра Римского мужской скит (с. Малая Тарасовка&#044; Киевская обл.)
Point,25625,48.941934,37.455847,В честь свт. Иоанна Шанхайского мужской скит (с. Адамовка&#044; Донецкая обл.)
Point,20257,49.0290557,37.5670284,Водосвятная часовня
Point,26186,46.497421,30.705795,Вознесенський жіночий скит (м. Одеса)
Point,25554,50.506219,25.611939,"Вознесенський жіночий скит (смт. Млинів, Рівненська обл.)"
Point,25617,49.024104,37.573593,"Всіхсвятський чоловічий скит (с. Тетянівка, Донецька обл.)"
Point,20070,49.0216483,37.5756065,Всехсвятский скит
Point,25623,48.992499,37.444517,"Георгіївський чоловічий скит (с. Долина, Донецька обл.)"
Point,26243,48.177665,23.908323,Ильинский мужской скит (пгт. Дубово&#044; Закарпатская обл.)
Point,20256,49.0276784,37.5665582,Кирилло-Мефодиевская лестница
Point,26136,51.20888,29.87371,"Миколаївський пустинний жіночий скит (с. Орджонікідзе, Київська обл.)"
Point,26323,50.117118,29.435651,"На честь Іверської ікони Божої Матері ставропігійний жіночий скит (с. Соболівка, Житомирська обл.)"
Point,26157,46.463498,30.688827,На честь ікони Божої Матері &quot;Всецариця&quot; чоловічий скит (м. Одеса)
Point,25618,49.0173211,37.5134665,"На честь ікони Божої Матері &quot;Усіх скорботних Радість&quot; жіночий скит (с. Богородичне, Донецька обл.)"
Point,25607,50.597007,27.184266,"На честь вмц. Варвари чоловічий скит (с. Старий Корець, Рівненська обл.)"
Point,25575,50.571511,26.662559,"На честь Жон-мироносиць жіночий скит (с. Симонів, Рівненська обл.)"
Point,26087,44.541726,33.577678,"На честь Корсунської ікони Божої Матері жіночий скит (м. Севастополь, Крим)"
Point,26348,48.684599,29.226034,"На честь Почаївської ікони Божої Матері ставропігійний жіночий скит (м. Ладижин, Вінницька обл.)"
Point,25531,50.1803,25.595149,"На честь прав. Анни жіночий скит (с. Онишківці, Рівненська обл.)"
Point,25645,49.029154,37.570327,"На честь прп. Антонія і Феодосія Печерських чоловічий скит (м. Святогірськ, Донецька  обл.)"
Point,26254,50.793467,29.001076,"На честь прп. Силуана Афонського ставропігійний чоловічий скит (с. Загребля, Житомирська обл.)"
Point,29524,49.276855,37.097819,"На честь різдва Іоанна Предтечі чоловічий скит (с. Іванівка, Харківська обл.)"
Point,25640,49.306762,38.018712,"На честь свт. Феодосія Чернігівського чоловічий скит (с. Кармазинівка, Луганська обл.)"
Point,25559,50.702052,26.13616,"На честь Собору дванадцяти апостолів жіночий скит (с. Рогачів, Рівненська обл.)"
Point,29525,48.984673,37.792519,"Покровський жіночий скит (м. Красний Лиман, Донецька обл.)"
Point,26227,48.200322,23.616384,"Покровський чоловічий скит (с. Колодне (Кривець), Закарпатська обл.)"
Point,26185,46.750547,30.531782,"Покровський чоловічий скит (с. Маринівка, Одеська обл.)"
Point,3000082,50.441663,34.204875,"Покровський чоловічий скит (с. Плішивець, Полтавська обл.)"
Point,26090,44.55883,33.788708,"Преображенський чоловічий скит (с. Тернівка, Крим)"
Point,26135,46.74105,30.496121,"Різдва Христова чоловічий скит (с. Мале, Одеська обл.)"
Point,20056,48.9926167,37.4435572,Свято-Георгиевский скит
Point,20066,49.3068562,38.019199,Свято-Николо-Феодосиевский скит
Point,22604,49.5752488,34.5375869,Свято-Пантелеимоновская молитвенная комната в 4-й городской больнице
Point,20067,48.9416312,37.4564356,Скит в честь святителя Иоанна Шанхайского
Point,20058,49.0161387,37.5150634,Скит иконы Божией Матери «Всех скорбящих Радость»
Point,20071,49.0291033,37.5708264,Скит преподобных Антония и Феодосия Киево-Печерских
Point,26132,47.566566,35.332718,"Тихвінський жіночий скит (с. Плавні, Запорізька обл.)"
Point,26060,48.14982,38.241911,"Успенський жіночий скит (м. Жданівка, Донецька обл.)"
Point,4729,50.4402778,31.5469444,Храм на честь святої великомучениці Ірини с.Пилипча
Point,5376,48.1067206,37.5528931,Храм Святых мучеников Адриана и Наталии пос.Нетайлово
Point,20065,48.9938976,37.4264823,Храм-часовня великомученика Георгия Победоносца
Point,5353,46.4756299,30.751266,Часовная в честь Бориса и Глеба
Point,20202,49.0273521,37.5654504,Часовня апостола Андрея Первозванного
Point,20063,48.9944594,37.4381391,Часовня в честь Игнатия (Брянчанинова)&#044; епископа Кавказского и Черноморского
Point,19213,48.0986305,38.6199036,часовня в честь иконы Божией Матери &quot;Всех скорбящих радосте&quot;
Point,7673,50.9254052,34.8171192,Часовня в честь иконы Божией Матери «Всецарица»
Point,5352,46.4758774,30.7515235,Часовня в честь иконы Божией Матери «Неупиваемая Чаша»
Point,6566,50.890499,34.8318448,Часовня в честь иконы Божией Матери «Целительница»
Point,7822,50.943982,34.760714,Часовня в честь святителя Луки (Войно-Ясенецкого)
Point,20059,49.0176667,37.5118336,Часовня в честь святого благоверного великого князя Александра Невского
Point,28312,48.0869574,39.639486,Часовня в честь святой великомученицы Варвары
Point,5383,48.096115,37.722747,Часовня Корсунской иконы Божией Матери пос.Опытное
Point,20206,49.0289146,37.569378,Часовня преподобных Арсения и Германа Святогорских
Point,20082,49.0283678,37.5701264,Часовня преподобных отцов Киево-Печерских
Point,5373,48.1325081,37.7301165,Часовня Святителя Луки Крымского исповедника г.Авдеевка
Point,5384,48.1746503,37.7865261,Часовня Святого великомученика и победоносца Георгия пос.Каменка
Point,23028,48.328706,35.0631738,Часовня святых праведных Богоотец Иоакима и Анны в с. Каменка&#044; подворье Свято-Николаевского храма